Degree,PDF,CCDF
1.1007387613052249,1.9655337097130068,0.6039891375596966
1.3225128799742967,0.0,0.5242018500683963
1.5889694986519292,0.0,0.42833921755754156
1.9091111367438884,0.5434552779641848,0.12325699748150465
2.293754118963067,0.0,-0.05338701063196827
2.7558940163292602,0.20995545576937696,-0.3715296088422675
3.311144715316242,0.0,-0.6478619966186874
3.978265949562841,0.08873242475513726,-1.0444819407612025
4.77979711736627,0.04902110384447161,-1.4992870080606489
5.742818799153795,0.03340667297518596,-2.0379528102697373
6.899867703608022,0.019945208819887667,-2.675221640787013
8.290035954870818,0.022216372980590773,-3.449407213648324
9.960291861409743,0.005906807901770776,-4.356631554715901
11.967066790123607,0.011799087954179032,-5.461717526480991
14.3781617599115,0.005016985186719627,-6.776811848997113
17.27503817099077,0.004412597596499731,-8.357617251426904
20.755570064682942,0.0033275621355247148,-10.255608425892929
24.937350901682876,0.0014770978001796427,-12.530102731341378
29.96166658182141,0.0009391258480707201,-15.261264605288403
35.998268938007094,0.0012079928948661044,-18.5455034592489
43.25111098190146,0.000603253679973055,-22.48825880245675
51.965237672684594,0.00020674425399724131,-27.222581472670758
62.43506502084031,0.00014749286377329962,-32.91048282053749
75.01432724526155,7.501973708640474e-05,-39.7437129487379
90.1280280589264,2.8381621671732625e-05,-47.95312350423464
108.28679987000399,1.4173359619779423e-05,-57.8163584770915
130.10415603922598,3.932202740113116e-06,-69.66662631375097
156.3172190793327,3.27280591281443e-06,-83.90445675641074
187.81162512079152,0.0,-101.01079636227783
